level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
152,1283155,IC50,7.57,27.0,CNC(=O)c1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1,JGFSAEQPUVZUQS-UHFFFAOYSA-N,CHEMBL1957622,56,Androgen Receptor ,1,c1ccc(Cc2cnn(-c3ccccc3)c2)cc1,CCC(C)C1CCC(CC2C(C)CC(C3CCC(CC)C(C)C3)C2C)CC1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
153,2038917,IC50,7.57,27.0,CC(C)(C)CNc1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,BRPRLTSTIZDZNX-UHFFFAOYSA-N,CHEMBL3706911,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CC1CC2CCC(CCC(C)(C)C)CC2C(C(C)(C)C)C1,C1CCC2CCCCC2C1
154,415302,IC50,7.35,45.0,O=c1cc(C(F)(F)F)c2c3c(ccc2[nH]1)N(CC1CC1)[C@H](c1ccccc1)CO3,JMXLIPHCMSXPFF-SFHVURJKSA-N,CHEMBL397563,56,Androgen Receptor ,1,O=c1ccc2c3c(ccc2[nH]1)N(CC1CC1)C(c1ccccc1)CO3,CC1CC2CCC3C(CC4CC4)C(C4CCCCC4)CCC3C2C(C(C)(C)C)C1,C1CCC(C2CCC3C4CCCCC4CCC3C2CC2CC2)CC1
155,1966813,IC50,9.0,1.0,C[C@]12O[C@@](C)(C[C@H]1NS(=O)(=O)c1ccccc1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,AWJMKIIJWAAEHD-LTFYTKAOSA-N,CHEMBL3623124,56,Androgen Receptor ,1,O=C1C2C3CC(NS(=O)(=O)c4ccccc4)C(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC3(C)CC2CC(C)(C)C2CCCCC2)CC1C(C)(C)C,C1CCC(CCC2CC3CC2C2CC(C4CCCCC4)CC32)CC1
156,458098,IC50,7.445,43.0,COc1cc(Sc2c(C)cccc2C)ccc1C#N,AAYYOXKEPZBTIZ-UHFFFAOYSA-N,CHEMBL448454,56,Androgen Receptor ,1,c1ccc(Sc2ccccc2)cc1,CCC1CCC(CC2C(C)CCCC2C)CC1CC,C1CCC(CC2CCCCC2)CC1
157,426560,IC50,7.22,60.0,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OC[C@@H](CO)N3CC(F)(F)F,SVKIYJFOWYPEHJ-SSDOTTSWSA-N,CHEMBL404512,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)OCCN3,CCC1CCC2CC3CC(C)CC(C(C)(C)C)C3CC2C1CC(C)(C)C,C1CCC2CC3CCCCC3CC2C1
158,399821,IC50,8.175,56.7,COc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,STNCCUKDFSTRBR-UHFFFAOYSA-N,CHEMBL235159,56,Androgen Receptor ,1,c1ccc(-c2ccccc2)cc1,CCC1CCC(C2CCC(CC)C(C(C)(C)C)C2)CC1,C1CCC(C2CCCCC2)CC1
159,2205753,IC50,8.54,2.9,Cc1cc(-c2ccc(C#N)n2C)ccc1O,SFJPUGWMYSECAM-UHFFFAOYSA-N,CHEMBL4065842,56,Androgen Receptor ,1,c1ccc(-c2ccc[nH]2)cc1,CCC1CCC(C2CCC(C)C(C)C2)C1C,C1CCC(C2CCCC2)CC1
160,396193,IC50,8.15,7.0,O=c1cc(O)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,SMMFLUXSBYESHE-UHFFFAOYSA-N,CHEMBL235126,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CC1CC(C)C2CC(C(CC(C)(C)C)CC(C)(C)C)CCC2C1,C1CCC2CCCCC2C1
161,2038914,IC50,7.77,17.0,O=c1cc(C(F)(F)F)c2cc(NCC(F)(F)C(F)(F)F)ccc2[nH]1,MQBLULJCBDOPJS-UHFFFAOYSA-N,CHEMBL3706908,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CC1CC2CCC(CCC(C)(C)C(C)(C)C)CC2C(C(C)(C)C)C1,C1CCC2CCCCC2C1
162,426020,IC50,7.72,19.0,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(OC)O2,SMBRYGWSEQWGTO-UHFFFAOYSA-N,CHEMBL253746,56,Androgen Receptor ,1,O=c1ccc2c3c(ccc2[nH]1)-c1ccccc1OC3,CCC1CCCC2CC(CC)C3C(CCC4CC(C)CC(C)C43)C12,C1CCC2C(C1)CCC1C3CCCCC3CCC21
163,426017,IC50,7.21,62.0,COc1cccc2c1-c1ccc3[nH]c(=O)cc(C)c3c1C(C)O2,LWPGBKLIVJGZBQ-UHFFFAOYSA-N,CHEMBL253744,56,Androgen Receptor ,1,O=c1ccc2c3c(ccc2[nH]1)-c1ccccc1OC3,CCC1CCCC2CC(C)C3C(CCC4CC(C)CC(C)C43)C12,C1CCC2C(C1)CCC1C3CCCCC3CCC21
164,1283150,IC50,7.28,53.0,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1CCc1ccc(F)cc1,CUFOUBWWDMDBOO-UHFFFAOYSA-N,CHEMBL1957617,56,Androgen Receptor ,1,c1ccc(CCc2cnn(-c3ccccc3)c2)cc1,CCC1CCC(C2CC(C)C(CCC3CCC(C)CC3)C2C)CC1C,C1CCC(CCC2CCC(C3CCCCC3)C2)CC1
165,1426116,IC50,7.145,64.57,N#Cc1cccc(C2=NOC3CCCCC23)c1C(F)(F)F,FKIFEZANLJGVLI-UHFFFAOYSA-N,CHEMBL2159568,56,Androgen Receptor ,1,c1ccc(C2=NOC3CCCCC23)cc1,CCC1CCCC(C2CCC3CCCCC32)C1C(C)(C)C,C1CCC(C2CCC3CCCCC32)CC1
166,35703,IC50,7.14,73.0,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,CZKZCZAZGXEUOT-UHFFFAOYSA-N,CHEMBL282866,56,Androgen Receptor ,1,c1cnc2cc3c(cc2c1)CCCN3,CCC1(CC)CCCC2CC3CC(C)CC(C(C)(C)C)C3CC21,C1CCC2CC3CCCCC3CC2C1
167,262872,IC50,7.52,30.0,CC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1(C)C,CAEHKTJNVMDKLN-UHFFFAOYSA-N,CHEMBL160665,56,Androgen Receptor ,1,c1cnc2cc3c(cc2c1)CCCN3,CC1CC2CC3CC(C)(C)C(C)CC3CC2C(C(C)(C)C)C1,C1CCC2CC3CCCCC3CC2C1
168,1177657,IC50,7.42,28.0,CSc1ccc(CN2CC(C)(C)C(Oc3ccc(C#N)c(C(F)(F)F)c3)C2=O)cc1,MFUPVAJJYYGPPT-UHFFFAOYSA-N,CHEMBL1830946,56,Androgen Receptor ,1,O=C1C(Oc2ccccc2)CCN1Cc1ccccc1,CCC1CCC(CC2CC(C)(C)C(CC3CCC(CC)C(C(C)(C)C)C3)C2C)CC1,C1CCC(CC2CCC(CC3CCCCC3)C2)CC1
169,300226,IC50,7.14,72.0,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,AOAZPUWLTLFVEI-GHXBURCUSA-N,CHEMBL178957,56,Androgen Receptor ,1,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1,CC1C(C2CC(C(C)(C)C)CC(C(C)(C)C)C2)C(C)C2C3CCC(C3)C12,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
170,2213310,IC50,7.83,14.8,Cn1c(C#N)ccc1-c1ccc(O)cc1C(F)(F)F,QTDUAWZTPWINIM-UHFFFAOYSA-N,CHEMBL4073399,56,Androgen Receptor ,1,c1ccc(-c2ccc[nH]2)cc1,CCC1CCC(C2CCC(C)CC2C(C)(C)C)C1C,C1CCC(C2CCCC2)CC1
171,2219288,IC50,8.43,3.7,Cc1cc(O)ccc1-c1ccc(C#N)n1C,NOUSIANUWXKIJJ-UHFFFAOYSA-N,CHEMBL4079377,56,Androgen Receptor ,1,c1ccc(-c2ccc[nH]2)cc1,CCC1CCC(C2CCC(C)CC2C)C1C,C1CCC(C2CCCC2)CC1
172,1531,IC50,7.5,32.0,CCC[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,XMLSUKKPQHFSIY-SNVBAGLBSA-N,CHEMBL268569,56,Androgen Receptor ,1,c1cnc2cc3c(cc2c1)CCCN3,CCCC1CCC2CC3C(CC(C)CC3C(C)(C)C)CC2C1,C1CCC2CC3CCCCC3CC2C1
173,1426109,IC50,7.36,43.65,N#Cc1ccc(C2=NOC3CCCCCC23)cc1C(F)(F)F,HIARVNWKXCAYTM-UHFFFAOYSA-N,CHEMBL2159561,56,Androgen Receptor ,1,c1ccc(C2=NOC3CCCCCC23)cc1,CCC1CCC(C2CCC3CCCCCC32)CC1C(C)(C)C,C1CCC(C2CCC3CCCCCC32)CC1
174,415262,IC50,7.14,72.0,C[C@@H]1COc2c(ccc3[nH]c(=O)cc(C(F)(F)F)c23)N1,FZIHGACJGDQQJR-ZCFIWIBFSA-N,CHEMBL247786,56,Androgen Receptor ,1,O=c1ccc2c3c(ccc2[nH]1)NCCO3,CC1CCC2C(CCC3CC(C)CC(C(C)(C)C)C32)C1,C1CCC2C(C1)CCC1CCCCC12
175,1384562,IC50,8.7,2.0,CC[C@H]1c2cc3c(C(F)(F)F)cc(=O)oc3cc2NC[C@H]1C,HGHRCZOIYJBGPL-RKDXNWHRSA-N,CHEMBL2112311,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2o1)NCCC3,CCC1C(C)CCC2CC3CC(C)CC(C(C)(C)C)C3CC21,C1CCC2CC3CCCCC3CC2C1
176,627674,IC50,7.52,30.0,CNS(=O)(=O)CCCN1C(=S)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)C,AGSCTHMUNVWIEG-UHFFFAOYSA-N,CHEMBL1095863,56,Androgen Receptor ,1,O=C1CNC(=S)N1c1ccccc1,CCC1CCC(C2C(C)C(CCCC(C)(C)CC)C(C)(C)C2C)CC1C(C)(C)C,C1CCC(C2CCCC2)CC1
177,2353480,IC50,7.19,64.0,C[C@](O)(Cn1ccc2ccccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,WNMGOMNSNKBEKJ-IBGZPJMESA-N,CHEMBL4446471,56,Androgen Receptor ,1,O=C(CCn1ccc2ccccc21)Nc1ccccc1,CCC1CCC(CC(C)C(C)(C)CC2CCC3CCCCC32)CC1C(C)(C)C,C1CCC(CCCCC2CCC3CCCCC23)CC1
178,1527195,IC50,7.01,97.0,CNC(=O)c1ccc([C@@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@@H]2C)cn1,ZZRUBPUOTYXWMT-CWTRNNRKSA-N,CHEMBL2337515,56,Androgen Receptor ,1,c1ccc(N2CCC(c3cccnc3)C2)cc1,CCC(C)C1CCC(C2(C)CCC(C3CCC(CC)C(C)C3)C2C)CC1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
179,1527196,IC50,7.636666666666666,11.0,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(N2CCCC2=O)nc1,OSTYBKGPXMJZRP-QKKBWIMNSA-N,CHEMBL2337516,56,Androgen Receptor ,1,O=C1CCCN1c1ccc(C2CCN(c3ccccc3)C2)cn1,CCC1CCC(C2CCC(C)(C3CCC(C4CCCC4C)CC3)C2C)CC1C,C1CCC(C2CCC(C3CCC(C4CCCC4)CC3)C2)CC1
180,567909,IC50,7.46,35.0,C/C=C1\C[C@H]2[C@@H]3CC[C@H]4N(C)C(=O)C=C[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O,YIGOKHBZLOAEQX-IRBKXZKHSA-N,CHEMBL557116,56,Androgen Receptor ,1,C=C1CC2CCC3C4C=CC(=O)NC4CCC3C2C1,CCC1CC2C3CCC4C(C)C(C)CCC4(C)C3CCC2(C)C1C,C1CCC2C(C1)CCC1C3CCCC3CCC21
181,396188,IC50,8.7,2.0,CC(C)c1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,VXYMFUUOLVWDBC-UHFFFAOYSA-N,CHEMBL238124,56,Androgen Receptor ,1,O=c1ccc2ccccc2[nH]1,CC1CC2CCC(C(CC(C)(C)C)CC(C)(C)C)CC2C(C(C)C)C1,C1CCC2CCCCC2C1
182,1527193,IC50,7.24,99.0,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cn1,ZZRUBPUOTYXWMT-BUXKBTBVSA-N,CHEMBL2337513,56,Androgen Receptor ,1,c1ccc(N2CCC(c3cccnc3)C2)cc1,CCC(C)C1CCC(C2(C)CCC(C3CCC(CC)C(C)C3)C2C)CC1,C1CCC(C2CCC(C3CCCCC3)C2)CC1
183,1587605,IC50,7.37,43.0,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)c(C)c2)c1,IBNFBUZURJLOIX-UHFFFAOYSA-N,CHEMBL2441094,56,Androgen Receptor ,1,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1,CCC1CCCC(C(C)CC2CCC(CC3CCC(C)CC3)C(C)C2)C1,C1CCC(CCC2CCC(CC3CCCCC3)CC2)CC1
184,436161,IC50,7.4,40.0,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc([N+](=O)[O-])c4c(Br)cccc34)C(=O)[C@H]12,GHDSEDNFPONYAJ-BANKROOTSA-N,CHEMBL403039,56,Androgen Receptor ,1,O=C1C2C3CCC(O3)C2C(=O)N1c1cccc2ccccc12,CC(C)C1CCC(C2C(C)C3C(C2C)C2(C)CCC3(C)C2)C2CCCC(C)C12,C1CCC2C(C1)CCCC2C1CC2C3CCC(C3)C2C1
185,2038915,IC50,7.38,42.0,O=c1cc(C(F)(F)F)c2cc(NC3CCCC3)ccc2[nH]1,WUSYUUHWBCIJBB-UHFFFAOYSA-N,CHEMBL3706909,56,Androgen Receptor ,1,O=c1ccc2cc(NC3CCCC3)ccc2[nH]1,CC1CC2CCC(CC3CCCC3)CC2C(C(C)(C)C)C1,C1CCC(CC2CCC3CCCCC3C2)C1
186,1572,IC50,7.57,27.0,CC1(C)CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,LCTXHPZYTFNYEN-UHFFFAOYSA-N,CHEMBL6874,56,Androgen Receptor ,1,c1cnc2cc3c(cc2c1)CCCN3,CC1CC2CC3CC(C)(C)CCC3CC2C(C(C)(C)C)C1,C1CCC2CC3CCCCC3CC2C1
187,2343981,IC50,7.41,39.0,C[C@](O)(CN1CCc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,HIABOGSWUZDUMS-IBGZPJMESA-N,CHEMBL4436972,56,Androgen Receptor ,1,O=C(CCN1CCc2ccccc21)Nc1ccccc1,CCC1CCC(CC(C)C(C)(C)CC2CCC3CCC(C)CC32)CC1C(C)(C)C,C1CCC(CCCCC2CCC3CCCCC23)CC1
188,715360,IC50,7.82,15.0,Oc1cccc2c1[nH]c1ccc(Cl)c(Cl)c12,YGHNPEADFBWJMM-UHFFFAOYSA-N,CHEMBL1288959,56,Androgen Receptor ,1,c1ccc2c(c1)[nH]c1ccccc12,CC1CCC2CC3C(C)CCCC3C2C1C,C1CCC2C(C1)CC1CCCCC12
189,413660,IC50,7.4,40.0,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,XBIDKWMHMCYHQY-RABCQHRBSA-N,CHEMBL249700,56,Androgen Receptor ,1,C=C1C=C2CCC3C4CCCC4CCC3C2CC1,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
190,417347,IC50,7.565,58.0,N#Cc1ccc(OC2CCCCC2C#N)cc1C(F)(F)F,ARJGHPDXAXFKDW-UHFFFAOYSA-N,CHEMBL251552,56,Androgen Receptor ,1,c1ccc(OC2CCCCC2)cc1,CCC1CCCCC1CC1CCC(CC)C(C(C)(C)C)C1,C1CCC(CC2CCCCC2)CC1
191,1594580,IC50,7.5,31.7,N#Cc1ccc(N2[C@@H]3CC[C@H]2C[C@@H](O)C3)cc1Cl,BHWQQOLNTHEQMF-PJXYFTJBSA-N,CHEMBL3084689,56,Androgen Receptor ,1,c1ccc(N2C3CCCC2CC3)cc1,CCC1CCC(C2C3CCC2CC(C)C3)CC1C,C1CCC(C2C3CCCC2CC3)CC1
192,435613,IC50,8.15,7.0,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@H]12,IDBFQWPIXHNQQC-ZPVISIIKSA-N,CHEMBL403668,56,Androgen Receptor ,1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CCC3(C)C2)CC1C,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
193,579261,IC50,8.6,2.5,N#Cc1ccc(N2CCCC2)c2ccccc12,JFYXSLMZYFZVGC-UHFFFAOYSA-N,CHEMBL570898,56,Androgen Receptor ,1,c1ccc2c(N3CCCC3)cccc2c1,CCC1CCC(C2CCCC2)C2CCCCC12,C1CCC2C(C1)CCCC2C1CCCC1
194,1283144,IC50,7.04,91.0,Cc1nn(-c2ccc(C#N)cc2)c(C)c1Cc1ccc(F)cc1,RGTOVMNBRPZHNO-UHFFFAOYSA-N,CHEMBL1957611,56,Androgen Receptor ,1,c1ccc(Cc2cnn(-c3ccccc3)c2)cc1,CCC1CCC(C2CC(C)C(CC3CCC(C)CC3)C2C)CC1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
195,684599,IC50,8.13,7.4,C[C@]12CN(c3cccc(C(N)=O)c3)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,KVUWKIQSBRUBTH-OIBSYFMQSA-N,CHEMBL1210783,56,Androgen Receptor ,1,O=C1C2C3CN(c4ccccc4)CC(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC(C4CCCC(C(C)C)C4)CC3(C)C2)CC1C(C)(C)C,C1CCC(C2CC3CC(C2)C2CC(C4CCCCC4)CC32)CC1
196,2130086,IC50,7.616666666666665,52.0,N#Cc1cccc2c(O[C@H]3CC[C@H](NC(=O)c4cccc(F)c4)CC3)ccnc12,YPARZKBHGSVSFI-WGSAOQKQSA-N,CHEMBL3920715,56,Androgen Receptor ,1,O=C(NC1CCC(Oc2ccnc3ccccc23)CC1)c1ccccc1,CCC1CCCC2C(CC3CCC(CC(C)C4CCCC(C)C4)CC3)CCCC12,C1CCC(CCC2CCC(CC3CCCC4CCCCC43)CC2)CC1
197,1263691,IC50,7.5,32.0,CC(=O)N[C@H]1C(C)(C)[C@H](Oc2ccc(C#N)c(Cl)c2)C1(C)C,ZFUFVCZHRACWKR-SHTZXODSSA-N,CHEMBL1916237,56,Androgen Receptor ,1,c1ccc(OC2CCC2)cc1,CCC1CCC(CC2C(C)(C)C(CC(C)C)C2(C)C)CC1C,C1CCC(CC2CCC2)CC1
198,360238,IC50,7.58,26.0,Nc1ccc2nc(O)cc(C(F)(F)F)c2c1,LMXZMEMPGRLDIG-UHFFFAOYSA-N,CHEMBL385509,56,Androgen Receptor ,1,c1ccc2ncccc2c1,CC1CCC2CC(C)CC(C(C)(C)C)C2C1,C1CCC2CCCCC2C1
199,300291,IC50,7.28,52.0,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1ccc2cccnc2c1,OCPHXKBVXMHLTL-AACMRGSTSA-N,CHEMBL181722,56,Androgen Receptor ,1,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc2cccnc2c1,CC1C(C2CCC3CCCCC3C2)C(C)C2C3CCC(C3)C12,C1CCC2CC(C3CC4C5CCC(C5)C4C3)CCC2C1
200,2228069,IC50,8.85,1.4,Cn1c(C#N)ccc1-c1ccc(O)cc1Cl,LJRNKEKZXCFNMG-UHFFFAOYSA-N,CHEMBL4088158,56,Androgen Receptor ,1,c1ccc(-c2ccc[nH]2)cc1,CCC1CCC(C2CCC(C)CC2C)C1C,C1CCC(C2CCCC2)CC1
201,436116,IC50,7.72,19.0,CC12C[C@@H](O)C(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@H]12,DPNKJFYQVAIRFI-CPLVZERVSA-N,CHEMBL272574,56,Androgen Receptor ,1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC3(C)CC2C)CC1C,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
202,2038891,IC50,7.37,43.0,O=c1cc(C(F)(F)F)c2ccc(NC3CCC3)cc2[nH]1,SJSFYKYZRMUKMQ-UHFFFAOYSA-N,CHEMBL3706885,56,Androgen Receptor ,1,O=c1ccc2ccc(NC3CCC3)cc2[nH]1,CC1CC2CC(CC3CCC3)CCC2C(C(C)(C)C)C1,C1CC(CC2CCC3CCCCC3C2)C1
203,513227,IC50,7.565,37.0,COc1cc(-c2ccccc2O)ccc1C#N,LZGNSWNEFCSNST-UHFFFAOYSA-N,CHEMBL503575,56,Androgen Receptor ,1,c1ccc(-c2ccccc2)cc1,CCC1CCC(C2CCCCC2C)CC1CC,C1CCC(C2CCCCC2)CC1
204,37373,IC50,7.7,20.0,CCC1CCNc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,ZBVAJSJJPSPABA-UHFFFAOYSA-N,CHEMBL27297,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)NCCC3,CCC1CCCC2CC3C(C)C(C)CC(C(C)(C)C)C3CC12,C1CCC2CC3CCCCC3CC2C1
205,1438021,IC50,8.02,9.6,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(C)c1ccc(O)cc1,IHPVXUVRRPAUIQ-GOSISDBHSA-N,CHEMBL2177238,56,Androgen Receptor ,1,O=C1NC(c2ccccc2)C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C(C)C(C)(C3CCC(C)CC3)C2C)CC1C(C)(C)C,C1CCC(C2CCC(C3CCCCC3)C2)CC1
206,2563909,IC50,7.0,100.0,Fc1cc(Cl)c2[nH]cc(-c3ccc4ccccc4n3)c2c1,KPQUVEANPXKKDV-UHFFFAOYSA-N,CHEMBL4870138,56,Androgen Receptor ,1,c1ccc2nc(-c3c[nH]c4ccccc34)ccc2c1,CC1CC(C)C2CCC(C3CCC4CCCCC4C3)C2C1,C1CCC2CC(C3CCC4CCCCC43)CCC2C1
207,2203850,IC50,8.96,1.1,C[C@H]1[C@@H](O)C(F)(F)C(=O)N1c1ccc(C#N)c(Cl)c1,VMIFYNGSOUKLCZ-QUBYGPBYSA-N,CHEMBL4063939,56,Androgen Receptor ,1,O=C1CCCN1c1ccccc1,CCC1CCC(C2C(C)C(C)C(C)(C)C2C)CC1C,C1CCC(C2CCCC2)CC1
208,339191,IC50,7.7,20.0,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Br)C1CC[C@@H]2O,REWRFXZVVOUSFK-ZIQYJYPFSA-N,CHEMBL379441,56,Androgen Receptor ,1,C1=C2CCCCC2C2CCC3CCCC3C2C1,CCCC12CCC(C)CC1CCC1C3CCC(C)C3(C)CCC12,C1CCC2C(C1)CCC1C3CCCC3CCC21
209,2241846,IC50,8.22,6.0,C[C@H]1[C@@H](O)[C@H](Cc2ccccc2)C(=O)N1c1ccc(C#N)c(Cl)c1,IWBXUEKYWMDNQJ-ULFGMLNVSA-N,CHEMBL4101935,56,Androgen Receptor ,1,O=C1C(Cc2ccccc2)CCN1c1ccccc1,CCC1CCC(C2C(C)C(C)C(CC3CCCCC3)C2C)CC1C,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
210,1283145,IC50,8.225,0.47,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(F)cc1,XPBGWWALRCLTNG-UHFFFAOYSA-N,CHEMBL1957612,56,Androgen Receptor ,1,c1ccc(Cc2cnn(-c3ccccc3)c2)cc1,CCC1CCC(C2CC(C)C(CC3CCC(C)CC3)C2C)CC1C,C1CCC(CC2CCC(C3CCCCC3)C2)CC1
211,188028,IC50,7.0,100.0,COc1ccc(C=C2c3ccccc3C(=O)c3ccccc32)c(O)c1,FWSIBDIGLDDXFD-UHFFFAOYSA-N,CHEMBL113332,56,Androgen Receptor ,1,O=C1c2ccccc2C(=Cc2ccccc2)c2ccccc21,CCC1CCC(CC2C3CCCCC3C(C)C3CCCCC32)C(C)C1,C1CCC(CC2C3CCCCC3CC3CCCCC32)CC1
212,413878,IC50,7.14,73.0,CC1CCN(c2cc(C(F)(F)F)c(C#N)cn2)CC1,WGYGGXYUJRCLRL-UHFFFAOYSA-N,CHEMBL249072,56,Androgen Receptor ,1,c1ccc(N2CCCCC2)nc1,CCC1CCC(C2CCC(C)CC2)CC1C(C)(C)C,C1CCC(C2CCCCC2)CC1
213,272548,IC50,7.32,48.0,C[C@H]1CC[C@H]2Nc3cc4c(cc3[C@H]2C1)c(C(F)(F)F)cc(=O)n4C,APDOEOQZQMSOFL-IMSIIYSGSA-N,CHEMBL165803,56,Androgen Receptor ,1,O=c1ccc2cc3c(cc2[nH]1)NC1CCCCC31,CC1CCC2CC3CC4C(C)C(C)CC(C(C)(C)C)C4CC3C2C1,C1CCC2CC3C(CC2C1)CC1CCCCC13
214,399817,IC50,7.565,37.0,COc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,SLXHIYYDPFQFMX-UHFFFAOYSA-N,CHEMBL238366,56,Androgen Receptor ,1,c1ccc(-c2ccccc2)cc1,CCC1CCCCC1C1CCC(CC)C(C(C)(C)C)C1,C1CCC(C2CCCCC2)CC1
215,458094,IC50,7.34,56.0,COc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,RGGNHHMQNPIMGX-UHFFFAOYSA-N,CHEMBL462026,56,Androgen Receptor ,1,c1ccc(Sc2ccccc2)cc1,CCC1CCCCC1CC1CCC(CC)C(C(C)(C)C)C1,C1CCC(CC2CCCCC2)CC1
216,436119,IC50,8.0,10.0,CC12C[C@H](O)C(C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(I)c3)C(=O)[C@@H]12,DPNKJFYQVAIRFI-ZYJSHVEQSA-N,CHEMBL255331,56,Androgen Receptor ,1,O=C1C2C3CCC(O3)C2C(=O)N1c1ccccc1,CCC1CCC(C2C(C)C3C(C2C)C2(C)CC3(C)CC2C)CC1C,C1CCC(C2CC3C4CCC(C4)C3C2)CC1
217,364520,IC50,8.265,3.9,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CHEMBL386630,56,Androgen Receptor ,1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1,C1CCC2C(C1)CCC1C3CCCC3CCC21
